Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
A556/3071A,12/03/2019 00:00,23:59:00,95,60,4,4,18,,,,,,,,,,,,,,,56,86
A556/3071A,13/03/2019 00:00,00:14:00,0,32,3,4,7,,,,,,,,,,,,,,,55,46
A556/3071A,13/03/2019 00:00,00:29:00,1,25,1,1,8,,,,,,,,,,,,,,,54,35
A556/3071A,13/03/2019 00:00,00:44:00,2,15,8,4,12,,,,,,,,,,,,,,,52,39
A556/3071A,13/03/2019 00:00,00:59:00,3,22,0,4,11,,,,,,,,,,,,,,,53,37
A556/3071A,13/03/2019 00:00,01:14:00,4,20,6,2,7,,,,,,,,,,,,,,,52,35
A556/3071A,13/03/2019 00:00,01:29:00,5,12,4,1,14,,,,,,,,,,,,,,,54,31
A556/3071A,13/03/2019 00:00,01:44:00,6,6,3,3,22,,,,,,,,,,,,,,,50,34
A556/3071A,13/03/2019 00:00,01:59:00,7,9,1,4,10,,,,,,,,,,,,,,,51,24
A556/3071A,13/03/2019 00:00,02:14:00,8,17,1,0,12,,,,,,,,,,,,,,,50,30
A556/3071A,13/03/2019 00:00,02:29:00,9,19,4,1,9,,,,,,,,,,,,,,,54,33
A556/3071A,13/03/2019 00:00,02:44:00,10,10,7,1,12,,,,,,,,,,,,,,,53,30
A556/3071A,13/03/2019 00:00,02:59:00,11,11,5,0,15,,,,,,,,,,,,,,,53,31
A556/3071A,13/03/2019 00:00,03:14:00,12,10,8,1,10,,,,,,,,,,,,,,,51,29
A556/3071A,13/03/2019 00:00,03:29:00,13,21,7,1,8,,,,,,,,,,,,,,,54,37
A556/3071A,13/03/2019 00:00,03:44:00,14,27,8,2,16,,,,,,,,,,,,,,,54,53
A556/3071A,13/03/2019 00:00,03:59:00,15,30,6,11,17,,,,,,,,,,,,,,,52,64
A556/3071A,13/03/2019 00:00,04:14:00,16,21,9,9,12,,,,,,,,,,,,,,,55,51
A556/3071A,13/03/2019 00:00,04:29:00,17,38,18,10,17,,,,,,,,,,,,,,,53,83
A556/3071A,13/03/2019 00:00,04:44:00,18,47,22,11,24,,,,,,,,,,,,,,,52,104
A556/3071A,13/03/2019 00:00,04:59:00,19,49,9,18,24,,,,,,,,,,,,,,,54,100
A556/3071A,13/03/2019 00:00,05:14:00,20,81,13,16,22,,,,,,,,,,,,,,,53,132
A556/3071A,13/03/2019 00:00,05:29:00,21,109,24,13,25,,,,,,,,,,,,,,,56,171
A556/3071A,13/03/2019 00:00,05:44:00,22,111,12,17,30,,,,,,,,,,,,,,,55,170
A556/3071A,13/03/2019 00:00,05:59:00,23,148,12,17,27,,,,,,,,,,,,,,,58,204
A556/3071A,13/03/2019 00:00,06:14:00,24,186,16,13,32,,,,,,,,,,,,,,,57,247
A556/3071A,13/03/2019 00:00,06:29:00,25,269,25,19,33,,,,,,,,,,,,,,,57,346
A556/3071A,13/03/2019 00:00,06:44:00,26,300,36,18,27,,,,,,,,,,,,,,,58,381
A556/3071A,13/03/2019 00:00,06:59:00,27,308,29,22,37,,,,,,,,,,,,,,,58,396
A556/3071A,13/03/2019 00:00,07:14:00,28,350,27,19,25,,,,,,,,,,,,,,,57,421
A556/3071A,13/03/2019 00:00,07:29:00,29,390,27,27,26,,,,,,,,,,,,,,,56,470
A556/3071A,13/03/2019 00:00,07:44:00,30,383,38,19,36,,,,,,,,,,,,,,,56,476
A556/3071A,13/03/2019 00:00,07:59:00,31,354,20,17,18,,,,,,,,,,,,,,,58,409
A556/3071A,13/03/2019 00:00,08:14:00,32,364,23,16,27,,,,,,,,,,,,,,,57,430
A556/3071A,13/03/2019 00:00,08:29:00,33,322,21,16,23,,,,,,,,,,,,,,,57,382
A556/3071A,13/03/2019 00:00,08:44:00,34,338,20,17,17,,,,,,,,,,,,,,,57,392
A556/3071A,13/03/2019 00:00,08:59:00,35,292,24,17,29,,,,,,,,,,,,,,,55,362
A556/3071A,13/03/2019 00:00,09:14:00,36,307,30,24,31,,,,,,,,,,,,,,,56,392
A556/3071A,13/03/2019 00:00,09:29:00,37,314,20,17,35,,,,,,,,,,,,,,,57,386
A556/3071A,13/03/2019 00:00,09:44:00,38,274,21,16,33,,,,,,,,,,,,,,,55,344
A556/3071A,13/03/2019 00:00,09:59:00,39,258,31,23,25,,,,,,,,,,,,,,,56,337
A556/3071A,13/03/2019 00:00,10:14:00,40,272,30,30,31,,,,,,,,,,,,,,,55,363
A556/3071A,13/03/2019 00:00,10:29:00,41,242,22,14,28,,,,,,,,,,,,,,,53,306
A556/3071A,13/03/2019 00:00,10:44:00,42,246,30,23,33,,,,,,,,,,,,,,,55,332
A556/3071A,13/03/2019 00:00,10:59:00,43,240,33,17,39,,,,,,,,,,,,,,,54,329
A556/3071A,13/03/2019 00:00,11:14:00,44,238,22,22,36,,,,,,,,,,,,,,,56,318
A556/3071A,13/03/2019 00:00,11:29:00,45,235,28,27,40,,,,,,,,,,,,,,,54,330
A556/3071A,13/03/2019 00:00,11:44:00,46,268,26,24,39,,,,,,,,,,,,,,,54,357
A556/3071A,13/03/2019 00:00,11:59:00,47,250,33,15,29,,,,,,,,,,,,,,,54,327
A556/3071A,13/03/2019 00:00,12:14:00,48,248,25,26,28,,,,,,,,,,,,,,,56,327
A556/3071A,13/03/2019 00:00,12:29:00,49,244,27,19,29,,,,,,,,,,,,,,,56,319
A556/3071A,13/03/2019 00:00,12:44:00,50,267,24,12,27,,,,,,,,,,,,,,,56,330
A556/3071A,13/03/2019 00:00,12:59:00,51,246,23,9,33,,,,,,,,,,,,,,,57,311
A556/3071A,13/03/2019 00:00,13:14:00,52,293,28,22,38,,,,,,,,,,,,,,,56,381
A556/3071A,13/03/2019 00:00,13:29:00,53,285,23,13,45,,,,,,,,,,,,,,,56,366
A556/3071A,13/03/2019 00:00,13:44:00,54,294,21,19,30,,,,,,,,,,,,,,,57,364
A556/3071A,13/03/2019 00:00,13:59:00,55,295,19,16,30,,,,,,,,,,,,,,,57,360
A556/3071A,13/03/2019 00:00,14:14:00,56,258,15,9,25,,,,,,,,,,,,,,,56,307
A556/3071A,13/03/2019 00:00,14:29:00,57,247,13,15,18,,,,,,,,,,,,,,,59,293
A556/3071A,13/03/2019 00:00,14:44:00,58,309,16,20,34,,,,,,,,,,,,,,,57,379
A556/3071A,13/03/2019 00:00,14:59:00,59,325,27,16,25,,,,,,,,,,,,,,,58,393
A556/3071A,13/03/2019 00:00,15:14:00,60,370,26,18,33,,,,,,,,,,,,,,,57,447
A556/3071A,13/03/2019 00:00,15:29:00,61,379,21,11,31,,,,,,,,,,,,,,,58,442
A556/3071A,13/03/2019 00:00,15:44:00,62,371,25,14,32,,,,,,,,,,,,,,,57,442
A556/3071A,13/03/2019 00:00,15:59:00,63,425,23,14,38,,,,,,,,,,,,,,,57,500
A556/3071A,13/03/2019 00:00,16:14:00,64,496,20,12,17,,,,,,,,,,,,,,,58,545
A556/3071A,13/03/2019 00:00,16:29:00,65,445,7,17,22,,,,,,,,,,,,,,,59,491
A556/3071A,13/03/2019 00:00,16:44:00,66,457,13,8,24,,,,,,,,,,,,,,,58,502
A556/3071A,13/03/2019 00:00,16:59:00,67,458,10,6,24,,,,,,,,,,,,,,,59,498
A556/3071A,13/03/2019 00:00,17:14:00,68,456,19,6,24,,,,,,,,,,,,,,,58,505
A556/3071A,13/03/2019 00:00,17:29:00,69,470,13,4,33,,,,,,,,,,,,,,,58,520
A556/3071A,13/03/2019 00:00,17:44:00,70,510,10,8,31,,,,,,,,,,,,,,,58,559
A556/3071A,13/03/2019 00:00,17:59:00,71,434,14,4,17,,,,,,,,,,,,,,,60,469
A556/3071A,13/03/2019 00:00,18:14:00,72,393,11,7,23,,,,,,,,,,,,,,,59,434
A556/3071A,13/03/2019 00:00,18:29:00,73,388,10,5,30,,,,,,,,,,,,,,,59,433
A556/3071A,13/03/2019 00:00,18:44:00,74,330,11,1,33,,,,,,,,,,,,,,,58,375
A556/3071A,13/03/2019 00:00,18:59:00,75,272,11,2,21,,,,,,,,,,,,,,,58,306
A556/3071A,13/03/2019 00:00,19:14:00,76,245,11,6,23,,,,,,,,,,,,,,,57,285
A556/3071A,13/03/2019 00:00,19:29:00,77,247,8,3,29,,,,,,,,,,,,,,,57,287
A556/3071A,13/03/2019 00:00,19:44:00,78,200,6,5,36,,,,,,,,,,,,,,,57,247
A556/3071A,13/03/2019 00:00,19:59:00,79,195,6,2,33,,,,,,,,,,,,,,,57,236
A556/3071A,13/03/2019 00:00,20:14:00,80,151,5,3,23,,,,,,,,,,,,,,,59,182
A556/3071A,13/03/2019 00:00,20:29:00,81,156,5,2,20,,,,,,,,,,,,,,,58,183
A556/3071A,13/03/2019 00:00,20:44:00,82,140,4,1,33,,,,,,,,,,,,,,,58,178
A556/3071A,13/03/2019 00:00,20:59:00,83,126,3,2,21,,,,,,,,,,,,,,,57,152
A556/3071A,13/03/2019 00:00,21:14:00,84,116,4,4,12,,,,,,,,,,,,,,,58,136
A556/3071A,13/03/2019 00:00,21:29:00,85,128,3,4,22,,,,,,,,,,,,,,,57,157
A556/3071A,13/03/2019 00:00,21:44:00,86,102,2,2,18,,,,,,,,,,,,,,,54,124
A556/3071A,13/03/2019 00:00,21:59:00,87,83,7,3,12,,,,,,,,,,,,,,,57,105
A556/3071A,13/03/2019 00:00,22:14:00,88,66,3,0,9,,,,,,,,,,,,,,,57,78
A556/3071A,13/03/2019 00:00,22:29:00,89,101,1,2,11,,,,,,,,,,,,,,,57,115
A556/3071A,13/03/2019 00:00,22:44:00,90,57,4,2,11,,,,,,,,,,,,,,,58,74
A556/3071A,13/03/2019 00:00,22:59:00,91,67,1,1,10,,,,,,,,,,,,,,,59,79
A556/3071A,13/03/2019 00:00,23:14:00,92,57,0,3,10,,,,,,,,,,,,,,,56,70
A556/3071A,13/03/2019 00:00,23:29:00,93,48,2,2,11,,,,,,,,,,,,,,,53,63
A556/3071A,13/03/2019 00:00,23:44:00,94,37,1,0,5,,,,,,,,,,,,,,,57,43
A556/3071A,13/03/2019 00:00,23:59:00,95,32,4,0,4,,,,,,,,,,,,,,,58,40
A556/3071A,14/03/2019 00:00,00:14:00,0,25,0,1,9,,,,,,,,,,,,,,,54,35
A556/3071A,14/03/2019 00:00,00:29:00,1,28,0,1,13,,,,,,,,,,,,,,,56,42
A556/3071A,14/03/2019 00:00,00:44:00,2,12,0,2,9,,,,,,,,,,,,,,,52,23
A556/3071A,14/03/2019 00:00,00:59:00,3,20,2,0,10,,,,,,,,,,,,,,,55,32
A556/3071A,14/03/2019 00:00,01:14:00,4,6,2,1,6,,,,,,,,,,,,,,,53,15
A556/3071A,14/03/2019 00:00,01:29:00,5,8,2,0,7,,,,,,,,,,,,,,,56,17
A556/3071A,14/03/2019 00:00,01:44:00,6,7,3,0,15,,,,,,,,,,,,,,,52,25
A556/3071A,14/03/2019 00:00,01:59:00,7,8,3,3,12,,,,,,,,,,,,,,,52,26
A556/3071A,14/03/2019 00:00,02:14:00,8,6,4,1,5,,,,,,,,,,,,,,,53,16
A556/3071A,14/03/2019 00:00,02:29:00,9,11,0,1,7,,,,,,,,,,,,,,,55,19
A556/3071A,14/03/2019 00:00,02:44:00,10,9,4,1,9,,,,,,,,,,,,,,,53,23
A556/3071A,14/03/2019 00:00,02:59:00,11,6,1,0,4,,,,,,,,,,,,,,,56,11
A556/3071A,14/03/2019 00:00,03:14:00,12,10,3,1,6,,,,,,,,,,,,,,,54,20
A556/3071A,14/03/2019 00:00,03:29:00,13,8,1,2,4,,,,,,,,,,,,,,,55,15
A556/3071A,14/03/2019 00:00,03:44:00,14,17,3,2,10,,,,,,,,,,,,,,,55,32
A556/3071A,14/03/2019 00:00,03:59:00,15,22,5,3,12,,,,,,,,,,,,,,,55,42
A556/3071A,14/03/2019 00:00,04:14:00,16,20,7,6,8,,,,,,,,,,,,,,,53,41
A556/3071A,14/03/2019 00:00,04:29:00,17,21,10,6,17,,,,,,,,,,,,,,,56,54
A556/3071A,14/03/2019 00:00,04:44:00,18,38,14,10,15,,,,,,,,,,,,,,,56,77
A556/3071A,14/03/2019 00:00,04:59:00,19,26,8,11,21,,,,,,,,,,,,,,,54,66
A556/3071A,14/03/2019 00:00,05:14:00,20,51,12,14,17,,,,,,,,,,,,,,,55,94
A556/3071A,14/03/2019 00:00,05:29:00,21,88,17,8,23,,,,,,,,,,,,,,,57,136
A556/3071A,14/03/2019 00:00,05:44:00,22,107,18,13,27,,,,,,,,,,,,,,,55,165
A556/3071A,14/03/2019 00:00,05:59:00,23,113,14,21,39,,,,,,,,,,,,,,,56,187
A556/3071A,14/03/2019 00:00,06:14:00,24,167,18,13,32,,,,,,,,,,,,,,,57,230
A556/3071A,14/03/2019 00:00,06:29:00,25,231,34,15,21,,,,,,,,,,,,,,,58,301
A556/3071A,14/03/2019 00:00,06:44:00,26,276,37,22,36,,,,,,,,,,,,,,,57,371
A556/3071A,14/03/2019 00:00,06:59:00,27,297,21,21,35,,,,,,,,,,,,,,,56,374
A556/3071A,14/03/2019 00:00,07:14:00,28,320,31,20,26,,,,,,,,,,,,,,,57,397
A556/3071A,14/03/2019 00:00,07:29:00,29,373,39,22,29,,,,,,,,,,,,,,,55,463
A556/3071A,14/03/2019 00:00,07:44:00,30,314,23,16,22,,,,,,,,,,,,,,,57,375
A556/3071A,14/03/2019 00:00,07:59:00,31,383,17,23,17,,,,,,,,,,,,,,,58,440
A556/3071A,14/03/2019 00:00,08:14:00,32,371,22,17,28,,,,,,,,,,,,,,,56,438
A556/3071A,14/03/2019 00:00,08:29:00,33,363,18,12,21,,,,,,,,,,,,,,,57,414
A556/3071A,14/03/2019 00:00,08:44:00,34,386,18,17,20,,,,,,,,,,,,,,,57,441
A556/3071A,14/03/2019 00:00,08:59:00,35,278,21,15,27,,,,,,,,,,,,,,,57,341
A556/3071A,14/03/2019 00:00,09:14:00,36,314,31,21,30,,,,,,,,,,,,,,,57,396
A556/3071A,14/03/2019 00:00,09:29:00,37,301,25,19,21,,,,,,,,,,,,,,,57,366
A556/3071A,14/03/2019 00:00,09:44:00,38,269,24,23,28,,,,,,,,,,,,,,,57,344
A556/3071A,14/03/2019 00:00,09:59:00,39,275,29,14,33,,,,,,,,,,,,,,,55,351
A556/3071A,14/03/2019 00:00,10:14:00,40,230,21,6,29,,,,,,,,,,,,,,,56,286
A556/3071A,14/03/2019 00:00,10:29:00,41,209,24,15,32,,,,,,,,,,,,,,,55,280
A556/3071A,14/03/2019 00:00,10:44:00,42,192,18,12,15,,,,,,,,,,,,,,,56,237
A556/3071A,14/03/2019 00:00,10:59:00,43,171,21,8,21,,,,,,,,,,,,,,,56,221
A556/3071A,14/03/2019 00:00,11:14:00,44,192,16,9,25,,,,,,,,,,,,,,,56,242
A556/3071A,14/03/2019 00:00,11:29:00,45,176,20,11,25,,,,,,,,,,,,,,,56,232
A556/3071A,14/03/2019 00:00,11:44:00,46,204,25,17,23,,,,,,,,,,,,,,,55,269
A556/3071A,14/03/2019 00:00,11:59:00,47,227,25,20,38,,,,,,,,,,,,,,,55,310
A556/3071A,14/03/2019 00:00,12:14:00,48,268,31,14,47,,,,,,,,,,,,,,,55,360
A556/3071A,14/03/2019 00:00,12:29:00,49,299,32,19,28,,,,,,,,,,,,,,,57,378
A556/3071A,14/03/2019 00:00,12:44:00,50,238,28,20,33,,,,,,,,,,,,,,,58,319
A556/3071A,14/03/2019 00:00,12:59:00,51,287,21,22,31,,,,,,,,,,,,,,,56,361
A556/3071A,14/03/2019 00:00,13:14:00,52,287,12,17,40,,,,,,,,,,,,,,,57,356
A556/3071A,14/03/2019 00:00,13:29:00,53,313,28,15,41,,,,,,,,,,,,,,,58,397
A556/3071A,14/03/2019 00:00,13:44:00,54,302,25,24,45,,,,,,,,,,,,,,,57,396
A556/3071A,14/03/2019 00:00,13:59:00,55,344,23,17,27,,,,,,,,,,,,,,,56,411
A556/3071A,14/03/2019 00:00,14:14:00,56,331,21,15,28,,,,,,,,,,,,,,,58,395
A556/3071A,14/03/2019 00:00,14:29:00,57,356,24,16,29,,,,,,,,,,,,,,,57,425
A556/3071A,14/03/2019 00:00,14:44:00,58,339,18,12,28,,,,,,,,,,,,,,,59,397
A556/3071A,14/03/2019 00:00,14:59:00,59,368,22,16,24,,,,,,,,,,,,,,,58,430
A556/3071A,14/03/2019 00:00,15:14:00,60,380,20,23,29,,,,,,,,,,,,,,,58,452
A556/3071A,14/03/2019 00:00,15:29:00,61,409,25,11,33,,,,,,,,,,,,,,,58,478
A556/3071A,14/03/2019 00:00,15:44:00,62,430,21,12,24,,,,,,,,,,,,,,,59,487
A556/3071A,14/03/2019 00:00,15:59:00,63,454,10,7,18,,,,,,,,,,,,,,,60,489
A556/3071A,14/03/2019 00:00,16:14:00,64,475,20,9,23,,,,,,,,,,,,,,,59,527
A556/3071A,14/03/2019 00:00,16:29:00,65,385,10,8,21,,,,,,,,,,,,,,,60,424
A556/3071A,14/03/2019 00:00,16:44:00,66,396,14,11,16,,,,,,,,,,,,,,,59,437
A556/3071A,14/03/2019 00:00,16:59:00,67,422,10,7,15,,,,,,,,,,,,,,,58,454
A556/3071A,14/03/2019 00:00,17:14:00,68,436,8,9,15,,,,,,,,,,,,,,,58,468
A556/3071A,14/03/2019 00:00,17:29:00,69,452,11,11,27,,,,,,,,,,,,,,,59,501
A556/3071A,14/03/2019 00:00,17:44:00,70,389,14,5,28,,,,,,,,,,,,,,,60,436
A556/3071A,14/03/2019 00:00,17:59:00,71,449,13,9,27,,,,,,,,,,,,,,,59,498
A556/3071A,14/03/2019 00:00,18:14:00,72,438,15,5,22,,,,,,,,,,,,,,,60,480
A556/3071A,14/03/2019 00:00,18:29:00,73,454,13,10,28,,,,,,,,,,,,,,,59,505
A556/3071A,14/03/2019 00:00,18:44:00,74,411,12,10,36,,,,,,,,,,,,,,,59,469
A556/3071A,14/03/2019 00:00,18:59:00,75,288,7,9,26,,,,,,,,,,,,,,,59,330
A556/3071A,14/03/2019 00:00,19:14:00,76,250,4,2,35,,,,,,,,,,,,,,,58,291
A556/3071A,14/03/2019 00:00,19:29:00,77,257,10,6,34,,,,,,,,,,,,,,,59,307
A556/3071A,14/03/2019 00:00,19:44:00,78,235,11,5,21,,,,,,,,,,,,,,,57,272
A556/3071A,14/03/2019 00:00,19:59:00,79,199,5,2,25,,,,,,,,,,,,,,,59,231
A556/3071A,14/03/2019 00:00,20:14:00,80,191,9,1,24,,,,,,,,,,,,,,,58,225
A556/3071A,14/03/2019 00:00,20:29:00,81,186,6,2,33,,,,,,,,,,,,,,,59,227
A556/3071A,14/03/2019 00:00,20:44:00,82,160,7,3,21,,,,,,,,,,,,,,,59,191
A556/3071A,14/03/2019 00:00,20:59:00,83,147,5,0,12,,,,,,,,,,,,,,,60,164
A556/3071A,14/03/2019 00:00,21:14:00,84,129,1,1,24,,,,,,,,,,,,,,,59,155
A556/3071A,14/03/2019 00:00,21:29:00,85,124,2,6,16,,,,,,,,,,,,,,,58,148
A556/3071A,14/03/2019 00:00,21:44:00,86,111,3,2,14,,,,,,,,,,,,,,,58,130
A556/3071A,14/03/2019 00:00,21:59:00,87,100,4,0,13,,,,,,,,,,,,,,,59,117
A556/3071A,14/03/2019 00:00,22:14:00,88,88,3,0,8,,,,,,,,,,,,,,,58,99
A556/3071A,14/03/2019 00:00,22:29:00,89,106,3,1,14,,,,,,,,,,,,,,,59,124
A556/3071A,14/03/2019 00:00,22:44:00,90,94,4,6,19,,,,,,,,,,,,,,,56,123
A556/3071A,14/03/2019 00:00,22:59:00,91,63,2,2,9,,,,,,,,,,,,,,,58,76
A556/3071A,14/03/2019 00:00,23:14:00,92,81,4,3,9,,,,,,,,,,,,,,,57,97
A556/3071A,14/03/2019 00:00,23:29:00,93,64,2,4,5,,,,,,,,,,,,,,,57,75
A556/3071A,14/03/2019 00:00,23:44:00,94,57,3,1,9,,,,,,,,,,,,,,,57,70
A556/3071A,14/03/2019 00:00,23:59:00,95,49,1,1,10,,,,,,,,,,,,,,,55,61
A556/3071A,15/03/2019 00:00,00:14:00,0,36,1,1,7,,,,,,,,,,,,,,,56,45
A556/3071A,15/03/2019 00:00,00:29:00,1,35,0,2,9,,,,,,,,,,,,,,,56,46
A556/3071A,15/03/2019 00:00,00:44:00,2,29,2,2,7,,,,,,,,,,,,,,,54,40
A556/3071A,15/03/2019 00:00,00:59:00,3,19,0,0,3,,,,,,,,,,,,,,,58,22
A556/3071A,15/03/2019 00:00,01:14:00,4,20,4,0,11,,,,,,,,,,,,,,,56,35
A556/3071A,15/03/2019 00:00,01:29:00,5,13,4,0,7,,,,,,,,,,,,,,,56,24
A556/3071A,15/03/2019 00:00,01:44:00,6,23,1,0,10,,,,,,,,,,,,,,,56,34
A556/3071A,15/03/2019 00:00,01:59:00,7,17,2,2,8,,,,,,,,,,,,,,,56,29
A556/3071A,15/03/2019 00:00,02:14:00,8,5,1,1,10,,,,,,,,,,,,,,,53,17
A556/3071A,15/03/2019 00:00,02:29:00,9,9,4,2,8,,,,,,,,,,,,,,,54,23
A556/3071A,15/03/2019 00:00,02:44:00,10,5,2,1,9,,,,,,,,,,,,,,,54,17
A556/3071A,15/03/2019 00:00,02:59:00,11,7,1,0,11,,,,,,,,,,,,,,,53,19
A556/3071A,15/03/2019 00:00,03:14:00,12,6,2,0,5,,,,,,,,,,,,,,,55,13
A556/3071A,15/03/2019 00:00,03:29:00,13,7,3,3,10,,,,,,,,,,,,,,,55,23
A556/3071A,15/03/2019 00:00,03:44:00,14,21,8,3,10,,,,,,,,,,,,,,,55,42
A556/3071A,15/03/2019 00:00,03:59:00,15,14,1,3,8,,,,,,,,,,,,,,,55,26
A556/3071A,15/03/2019 00:00,04:14:00,16,25,1,6,11,,,,,,,,,,,,,,,57,43
A556/3071A,15/03/2019 00:00,04:29:00,17,25,5,2,10,,,,,,,,,,,,,,,56,42
A556/3071A,15/03/2019 00:00,04:44:00,18,27,10,13,21,,,,,,,,,,,,,,,54,71
A556/3071A,15/03/2019 00:00,04:59:00,19,30,10,4,24,,,,,,,,,,,,,,,55,68
A556/3071A,15/03/2019 00:00,05:14:00,20,44,9,9,13,,,,,,,,,,,,,,,56,75
A556/3071A,15/03/2019 00:00,05:29:00,21,68,16,8,17,,,,,,,,,,,,,,,57,109
A556/3071A,15/03/2019 00:00,05:44:00,22,81,14,11,24,,,,,,,,,,,,,,,57,130
A556/3071A,15/03/2019 00:00,05:59:00,23,86,9,16,21,,,,,,,,,,,,,,,56,132
A556/3071A,15/03/2019 00:00,06:14:00,24,141,18,8,25,,,,,,,,,,,,,,,58,192
A556/3071A,15/03/2019 00:00,06:29:00,25,175,18,19,21,,,,,,,,,,,,,,,59,233
A556/3071A,15/03/2019 00:00,06:44:00,26,215,32,25,27,,,,,,,,,,,,,,,57,299
A556/3071A,15/03/2019 00:00,06:59:00,27,249,27,23,32,,,,,,,,,,,,,,,59,331
A556/3071A,15/03/2019 00:00,07:14:00,28,274,29,24,31,,,,,,,,,,,,,,,58,358
A556/3071A,15/03/2019 00:00,07:29:00,29,354,32,13,15,,,,,,,,,,,,,,,58,414
A556/3071A,15/03/2019 00:00,07:44:00,30,347,30,16,16,,,,,,,,,,,,,,,57,409
A556/3071A,15/03/2019 00:00,07:59:00,31,310,20,23,18,,,,,,,,,,,,,,,59,371
A556/3071A,15/03/2019 00:00,08:14:00,32,314,20,21,22,,,,,,,,,,,,,,,58,377
A556/3071A,15/03/2019 00:00,08:29:00,33,315,21,9,28,,,,,,,,,,,,,,,57,373
A556/3071A,15/03/2019 00:00,08:44:00,34,313,22,29,17,,,,,,,,,,,,,,,58,381
A556/3071A,15/03/2019 00:00,08:59:00,35,280,35,19,27,,,,,,,,,,,,,,,57,361
A556/3071A,15/03/2019 00:00,09:14:00,36,258,16,18,38,,,,,,,,,,,,,,,57,330
A556/3071A,15/03/2019 00:00,09:29:00,37,253,24,12,19,,,,,,,,,,,,,,,59,308
A556/3071A,15/03/2019 00:00,09:44:00,38,291,25,23,37,,,,,,,,,,,,,,,56,376
A556/3071A,15/03/2019 00:00,09:59:00,39,282,24,19,26,,,,,,,,,,,,,,,57,351
A556/3071A,15/03/2019 00:00,10:14:00,40,263,29,24,27,,,,,,,,,,,,,,,57,343
A556/3071A,15/03/2019 00:00,10:29:00,41,227,24,21,32,,,,,,,,,,,,,,,56,304
A556/3071A,15/03/2019 00:00,10:44:00,42,262,16,19,42,,,,,,,,,,,,,,,55,339
A556/3071A,15/03/2019 00:00,10:59:00,43,256,26,12,33,,,,,,,,,,,,,,,57,327
A556/3071A,15/03/2019 00:00,11:14:00,44,270,18,13,29,,,,,,,,,,,,,,,57,330
A556/3071A,15/03/2019 00:00,11:29:00,45,271,26,13,31,,,,,,,,,,,,,,,56,341
A556/3071A,15/03/2019 00:00,11:44:00,46,284,29,21,35,,,,,,,,,,,,,,,57,369
A556/3071A,15/03/2019 00:00,11:59:00,47,304,28,13,37,,,,,,,,,,,,,,,58,382
A556/3071A,15/03/2019 00:00,12:14:00,48,285,23,12,39,,,,,,,,,,,,,,,57,359
A556/3071A,15/03/2019 00:00,12:29:00,49,340,19,25,23,,,,,,,,,,,,,,,58,407
A556/3071A,15/03/2019 00:00,12:44:00,50,328,26,19,33,,,,,,,,,,,,,,,58,406
A556/3071A,15/03/2019 00:00,12:59:00,51,320,24,19,21,,,,,,,,,,,,,,,59,384
A556/3071A,15/03/2019 00:00,13:14:00,52,357,25,14,27,,,,,,,,,,,,,,,58,423
A556/3071A,15/03/2019 00:00,13:29:00,53,348,32,15,29,,,,,,,,,,,,,,,59,424
A556/3071A,15/03/2019 00:00,13:44:00,54,361,28,16,22,,,,,,,,,,,,,,,58,427
A556/3071A,15/03/2019 00:00,13:59:00,55,351,26,18,29,,,,,,,,,,,,,,,58,424
A556/3071A,15/03/2019 00:00,14:14:00,56,377,27,13,33,,,,,,,,,,,,,,,58,450
A556/3071A,15/03/2019 00:00,14:29:00,57,381,18,19,33,,,,,,,,,,,,,,,59,451
A556/3071A,15/03/2019 00:00,14:44:00,58,387,24,13,32,,,,,,,,,,,,,,,57,456
A556/3071A,15/03/2019 00:00,14:59:00,59,374,14,10,27,,,,,,,,,,,,,,,57,425
A556/3071A,15/03/2019 00:00,15:14:00,60,387,27,15,22,,,,,,,,,,,,,,,58,451
A556/3071A,15/03/2019 00:00,15:29:00,61,390,12,17,18,,,,,,,,,,,,,,,60,437
A556/3071A,15/03/2019 00:00,15:44:00,62,406,18,11,20,,,,,,,,,,,,,,,58,455
A556/3071A,15/03/2019 00:00,15:59:00,63,438,12,11,20,,,,,,,,,,,,,,,59,481
A556/3071A,15/03/2019 00:00,16:14:00,64,398,14,10,17,,,,,,,,,,,,,,,59,439
A556/3071A,15/03/2019 00:00,16:29:00,65,413,11,5,19,,,,,,,,,,,,,,,59,448
A556/3071A,15/03/2019 00:00,16:44:00,66,414,12,8,17,,,,,,,,,,,,,,,58,451
A556/3071A,15/03/2019 00:00,16:59:00,67,422,19,4,16,,,,,,,,,,,,,,,60,461
A556/3071A,15/03/2019 00:00,17:14:00,68,462,12,5,26,,,,,,,,,,,,,,,58,505
A556/3071A,15/03/2019 00:00,17:29:00,69,440,16,5,19,,,,,,,,,,,,,,,60,480
A556/3071A,15/03/2019 00:00,17:44:00,70,450,11,2,14,,,,,,,,,,,,,,,61,477
A556/3071A,15/03/2019 00:00,17:59:00,71,402,11,4,21,,,,,,,,,,,,,,,61,438
