Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
A556/3071A,01/01/2019 00:00,10:14:00,40,149,1,2,2,,,,,,,,,,,,,,,59,154
A556/3071A,01/01/2019 00:00,10:29:00,41,144,2,1,3,,,,,,,,,,,,,,,58,150
A556/3071A,01/01/2019 00:00,10:44:00,42,199,2,0,5,,,,,,,,,,,,,,,59,206
A556/3071A,01/01/2019 00:00,10:59:00,43,191,2,3,4,,,,,,,,,,,,,,,58,200
A556/3071A,01/01/2019 00:00,11:14:00,44,213,3,2,6,,,,,,,,,,,,,,,58,224
A556/3071A,01/01/2019 00:00,11:29:00,45,299,1,1,0,,,,,,,,,,,,,,,59,301
A556/3071A,01/01/2019 00:00,11:44:00,46,288,0,2,5,,,,,,,,,,,,,,,58,295
A556/3071A,01/01/2019 00:00,11:59:00,47,293,0,0,6,,,,,,,,,,,,,,,60,299
A556/3071A,01/01/2019 00:00,12:14:00,48,277,2,2,4,,,,,,,,,,,,,,,59,285
A556/3071A,01/01/2019 00:00,12:29:00,49,325,3,2,1,,,,,,,,,,,,,,,58,331
A556/3071A,01/01/2019 00:00,12:44:00,50,361,3,1,2,,,,,,,,,,,,,,,58,367
A556/3071A,01/01/2019 00:00,12:59:00,51,333,3,1,4,,,,,,,,,,,,,,,58,341
A556/3071A,01/01/2019 00:00,13:14:00,52,315,1,1,2,,,,,,,,,,,,,,,59,319
A556/3071A,01/01/2019 00:00,13:29:00,53,305,3,1,10,,,,,,,,,,,,,,,58,319
A556/3071A,01/01/2019 00:00,13:44:00,54,300,2,0,2,,,,,,,,,,,,,,,59,304
A556/3071A,01/01/2019 00:00,13:59:00,55,297,2,0,1,,,,,,,,,,,,,,,59,300
A556/3071A,01/01/2019 00:00,14:14:00,56,289,2,1,1,,,,,,,,,,,,,,,58,293
A556/3071A,01/01/2019 00:00,14:29:00,57,323,3,1,6,,,,,,,,,,,,,,,58,333
A556/3071A,01/01/2019 00:00,14:44:00,58,292,1,1,5,,,,,,,,,,,,,,,59,299
A556/3071A,01/01/2019 00:00,14:59:00,59,271,3,0,2,,,,,,,,,,,,,,,59,276
A556/3071A,01/01/2019 00:00,15:14:00,60,276,2,1,0,,,,,,,,,,,,,,,60,279
A556/3071A,01/01/2019 00:00,15:29:00,61,281,1,0,4,,,,,,,,,,,,,,,57,286
A556/3071A,01/01/2019 00:00,15:44:00,62,260,1,0,1,,,,,,,,,,,,,,,59,262
A556/3071A,01/01/2019 00:00,15:59:00,63,289,4,1,3,,,,,,,,,,,,,,,60,297
A556/3071A,01/01/2019 00:00,16:14:00,64,248,2,0,2,,,,,,,,,,,,,,,59,252
A556/3071A,01/01/2019 00:00,16:29:00,65,237,1,1,5,,,,,,,,,,,,,,,60,244
A556/3071A,01/01/2019 00:00,16:44:00,66,263,1,0,4,,,,,,,,,,,,,,,59,268
A556/3071A,01/01/2019 00:00,16:59:00,67,260,2,2,2,,,,,,,,,,,,,,,59,266
A556/3071A,01/01/2019 00:00,17:14:00,68,226,5,1,2,,,,,,,,,,,,,,,58,234
A556/3071A,01/01/2019 00:00,17:29:00,69,241,2,1,5,,,,,,,,,,,,,,,58,249
A556/3071A,01/01/2019 00:00,17:44:00,70,283,1,2,4,,,,,,,,,,,,,,,57,290
A556/3071A,01/01/2019 00:00,17:59:00,71,226,1,2,6,,,,,,,,,,,,,,,58,235
A556/3071A,01/01/2019 00:00,18:14:00,72,216,0,0,6,,,,,,,,,,,,,,,59,222
A556/3071A,01/01/2019 00:00,18:29:00,73,192,1,0,4,,,,,,,,,,,,,,,58,197
A556/3071A,01/01/2019 00:00,18:44:00,74,202,4,4,8,,,,,,,,,,,,,,,59,218
A556/3071A,01/01/2019 00:00,18:59:00,75,177,2,3,4,,,,,,,,,,,,,,,60,186
A556/3071A,01/01/2019 00:00,19:14:00,76,161,0,1,7,,,,,,,,,,,,,,,60,169
A556/3071A,01/01/2019 00:00,19:29:00,77,160,2,0,6,,,,,,,,,,,,,,,58,168
A556/3071A,01/01/2019 00:00,19:44:00,78,168,2,2,6,,,,,,,,,,,,,,,59,178
A556/3071A,01/01/2019 00:00,19:59:00,79,147,1,3,5,,,,,,,,,,,,,,,58,156
A556/3071A,01/01/2019 00:00,20:14:00,80,136,3,0,5,,,,,,,,,,,,,,,59,144
A556/3071A,01/01/2019 00:00,20:29:00,81,126,2,4,2,,,,,,,,,,,,,,,61,134
A556/3071A,01/01/2019 00:00,20:44:00,82,106,1,1,3,,,,,,,,,,,,,,,58,111
A556/3071A,01/01/2019 00:00,20:59:00,83,111,1,1,6,,,,,,,,,,,,,,,58,119
A556/3071A,01/01/2019 00:00,21:14:00,84,93,1,2,5,,,,,,,,,,,,,,,60,101
A556/3071A,01/01/2019 00:00,21:29:00,85,89,1,1,1,,,,,,,,,,,,,,,58,92
A556/3071A,01/01/2019 00:00,21:44:00,86,99,1,0,3,,,,,,,,,,,,,,,60,103
A556/3071A,01/01/2019 00:00,21:59:00,87,68,1,1,5,,,,,,,,,,,,,,,58,75
A556/3071A,01/01/2019 00:00,22:14:00,88,74,2,0,4,,,,,,,,,,,,,,,58,80
A556/3071A,01/01/2019 00:00,22:29:00,89,61,1,0,5,,,,,,,,,,,,,,,58,67
A556/3071A,01/01/2019 00:00,22:44:00,90,65,4,0,11,,,,,,,,,,,,,,,57,80
A556/3071A,01/01/2019 00:00,22:59:00,91,75,1,1,3,,,,,,,,,,,,,,,58,80
A556/3071A,01/01/2019 00:00,23:14:00,92,55,0,0,4,,,,,,,,,,,,,,,54,59
A556/3071A,01/01/2019 00:00,23:29:00,93,48,1,1,1,,,,,,,,,,,,,,,59,51
A556/3071A,01/01/2019 00:00,23:44:00,94,67,0,1,7,,,,,,,,,,,,,,,57,75
A556/3071A,01/01/2019 00:00,23:59:00,95,51,0,1,4,,,,,,,,,,,,,,,57,56
A556/3071A,02/01/2019 00:00,00:14:00,0,45,3,1,4,,,,,,,,,,,,,,,55,53
A556/3071A,02/01/2019 00:00,00:29:00,1,32,0,1,2,,,,,,,,,,,,,,,57,35
A556/3071A,02/01/2019 00:00,00:44:00,2,24,1,0,5,,,,,,,,,,,,,,,56,30
A556/3071A,02/01/2019 00:00,00:59:00,3,14,2,1,7,,,,,,,,,,,,,,,55,24
A556/3071A,02/01/2019 00:00,01:14:00,4,11,0,0,2,,,,,,,,,,,,,,,57,13
A556/3071A,02/01/2019 00:00,01:29:00,5,10,2,0,14,,,,,,,,,,,,,,,54,26
A556/3071A,02/01/2019 00:00,01:44:00,6,18,1,1,11,,,,,,,,,,,,,,,56,31
A556/3071A,02/01/2019 00:00,01:59:00,7,14,0,0,9,,,,,,,,,,,,,,,55,23
A556/3071A,02/01/2019 00:00,02:14:00,8,20,1,1,1,,,,,,,,,,,,,,,56,23
A556/3071A,02/01/2019 00:00,02:29:00,9,19,1,0,1,,,,,,,,,,,,,,,58,21
A556/3071A,02/01/2019 00:00,02:44:00,10,10,2,1,6,,,,,,,,,,,,,,,56,19
A556/3071A,02/01/2019 00:00,02:59:00,11,14,1,1,9,,,,,,,,,,,,,,,57,25
A556/3071A,02/01/2019 00:00,03:14:00,12,19,0,1,4,,,,,,,,,,,,,,,59,24
A556/3071A,02/01/2019 00:00,03:29:00,13,10,7,1,6,,,,,,,,,,,,,,,57,24
A556/3071A,02/01/2019 00:00,03:44:00,14,19,2,2,6,,,,,,,,,,,,,,,59,29
A556/3071A,02/01/2019 00:00,03:59:00,15,23,4,1,10,,,,,,,,,,,,,,,56,38
A556/3071A,02/01/2019 00:00,04:14:00,16,17,3,3,6,,,,,,,,,,,,,,,58,29
A556/3071A,02/01/2019 00:00,04:29:00,17,40,6,7,8,,,,,,,,,,,,,,,59,61
A556/3071A,02/01/2019 00:00,04:44:00,18,61,9,8,15,,,,,,,,,,,,,,,59,93
A556/3071A,02/01/2019 00:00,04:59:00,19,53,6,16,22,,,,,,,,,,,,,,,56,97
A556/3071A,02/01/2019 00:00,05:14:00,20,65,7,5,9,,,,,,,,,,,,,,,59,86
A556/3071A,02/01/2019 00:00,05:29:00,21,106,8,13,21,,,,,,,,,,,,,,,59,148
A556/3071A,02/01/2019 00:00,05:44:00,22,88,6,11,17,,,,,,,,,,,,,,,58,122
A556/3071A,02/01/2019 00:00,05:59:00,23,95,6,13,28,,,,,,,,,,,,,,,58,142
A556/3071A,02/01/2019 00:00,06:14:00,24,118,10,5,19,,,,,,,,,,,,,,,60,152
A556/3071A,02/01/2019 00:00,06:29:00,25,168,20,8,19,,,,,,,,,,,,,,,61,215
A556/3071A,02/01/2019 00:00,06:44:00,26,205,17,13,21,,,,,,,,,,,,,,,60,256
A556/3071A,02/01/2019 00:00,06:59:00,27,250,16,16,24,,,,,,,,,,,,,,,60,306
A556/3071A,02/01/2019 00:00,07:14:00,28,258,17,14,30,,,,,,,,,,,,,,,59,319
A556/3071A,02/01/2019 00:00,07:29:00,29,275,14,13,23,,,,,,,,,,,,,,,58,325
A556/3071A,02/01/2019 00:00,07:44:00,30,261,21,7,31,,,,,,,,,,,,,,,58,320
A556/3071A,02/01/2019 00:00,07:59:00,31,286,16,10,18,,,,,,,,,,,,,,,59,330
A556/3071A,02/01/2019 00:00,08:14:00,32,255,17,6,24,,,,,,,,,,,,,,,60,302
A556/3071A,02/01/2019 00:00,08:29:00,33,264,19,10,27,,,,,,,,,,,,,,,59,320
A556/3071A,02/01/2019 00:00,08:44:00,34,245,15,14,22,,,,,,,,,,,,,,,59,296
A556/3071A,02/01/2019 00:00,08:59:00,35,201,19,15,19,,,,,,,,,,,,,,,59,254
A556/3071A,02/01/2019 00:00,09:14:00,36,207,22,10,33,,,,,,,,,,,,,,,59,272
A556/3071A,02/01/2019 00:00,09:29:00,37,183,19,17,23,,,,,,,,,,,,,,,59,242
A556/3071A,02/01/2019 00:00,09:44:00,38,199,17,12,21,,,,,,,,,,,,,,,59,249
A556/3071A,02/01/2019 00:00,09:59:00,39,213,17,17,22,,,,,,,,,,,,,,,58,269
A556/3071A,02/01/2019 00:00,10:14:00,40,221,17,12,26,,,,,,,,,,,,,,,58,276
A556/3071A,02/01/2019 00:00,10:29:00,41,245,14,10,24,,,,,,,,,,,,,,,57,293
A556/3071A,02/01/2019 00:00,10:44:00,42,253,17,10,24,,,,,,,,,,,,,,,58,304
A556/3071A,02/01/2019 00:00,10:59:00,43,265,11,16,25,,,,,,,,,,,,,,,58,317
A556/3071A,02/01/2019 00:00,11:14:00,44,228,13,10,25,,,,,,,,,,,,,,,59,276
A556/3071A,02/01/2019 00:00,11:29:00,45,297,14,13,24,,,,,,,,,,,,,,,59,348
A556/3071A,02/01/2019 00:00,11:44:00,46,264,16,13,28,,,,,,,,,,,,,,,59,321
A556/3071A,02/01/2019 00:00,11:59:00,47,257,12,12,29,,,,,,,,,,,,,,,59,310
A556/3071A,02/01/2019 00:00,12:14:00,48,292,17,13,20,,,,,,,,,,,,,,,59,342
A556/3071A,02/01/2019 00:00,12:29:00,49,271,14,19,22,,,,,,,,,,,,,,,59,326
A556/3071A,02/01/2019 00:00,12:44:00,50,302,14,16,12,,,,,,,,,,,,,,,59,344
A556/3071A,02/01/2019 00:00,12:59:00,51,269,17,14,32,,,,,,,,,,,,,,,59,332
A556/3071A,02/01/2019 00:00,13:14:00,52,256,9,8,30,,,,,,,,,,,,,,,58,303
A556/3071A,02/01/2019 00:00,13:29:00,53,245,18,5,22,,,,,,,,,,,,,,,60,290
A556/3071A,02/01/2019 00:00,13:44:00,54,264,9,12,20,,,,,,,,,,,,,,,59,305
A556/3071A,02/01/2019 00:00,13:59:00,55,254,14,9,33,,,,,,,,,,,,,,,58,310
A556/3071A,02/01/2019 00:00,14:14:00,56,278,25,8,22,,,,,,,,,,,,,,,59,333
A556/3071A,02/01/2019 00:00,14:29:00,57,310,11,10,23,,,,,,,,,,,,,,,60,354
A556/3071A,02/01/2019 00:00,14:44:00,58,302,15,6,15,,,,,,,,,,,,,,,59,338
A556/3071A,02/01/2019 00:00,14:59:00,59,284,13,8,24,,,,,,,,,,,,,,,59,329
A556/3071A,02/01/2019 00:00,15:14:00,60,306,11,8,26,,,,,,,,,,,,,,,60,351
A556/3071A,02/01/2019 00:00,15:29:00,61,326,11,7,23,,,,,,,,,,,,,,,60,367
A556/3071A,02/01/2019 00:00,15:44:00,62,339,12,4,24,,,,,,,,,,,,,,,60,379
A556/3071A,02/01/2019 00:00,15:59:00,63,346,11,7,27,,,,,,,,,,,,,,,60,391
A556/3071A,02/01/2019 00:00,16:14:00,64,364,20,5,18,,,,,,,,,,,,,,,59,407
A556/3071A,02/01/2019 00:00,16:29:00,65,377,8,5,20,,,,,,,,,,,,,,,60,410
A556/3071A,02/01/2019 00:00,16:44:00,66,426,10,3,18,,,,,,,,,,,,,,,59,457
A556/3071A,02/01/2019 00:00,16:59:00,67,393,11,3,20,,,,,,,,,,,,,,,58,427
A556/3071A,02/01/2019 00:00,17:14:00,68,339,8,5,18,,,,,,,,,,,,,,,60,370
A556/3071A,02/01/2019 00:00,17:29:00,69,377,5,1,17,,,,,,,,,,,,,,,58,400
A556/3071A,02/01/2019 00:00,17:44:00,70,338,2,4,23,,,,,,,,,,,,,,,59,367
A556/3071A,02/01/2019 00:00,17:59:00,71,337,4,2,16,,,,,,,,,,,,,,,59,359
A556/3071A,02/01/2019 00:00,18:14:00,72,296,5,1,19,,,,,,,,,,,,,,,60,321
A556/3071A,02/01/2019 00:00,18:29:00,73,296,7,5,25,,,,,,,,,,,,,,,59,333
A556/3071A,02/01/2019 00:00,18:44:00,74,248,5,4,23,,,,,,,,,,,,,,,58,280
A556/3071A,02/01/2019 00:00,18:59:00,75,227,6,4,21,,,,,,,,,,,,,,,59,258
A556/3071A,02/01/2019 00:00,19:14:00,76,196,6,1,19,,,,,,,,,,,,,,,59,222
A556/3071A,02/01/2019 00:00,19:29:00,77,197,6,1,22,,,,,,,,,,,,,,,58,226
A556/3071A,02/01/2019 00:00,19:44:00,78,155,2,0,21,,,,,,,,,,,,,,,59,178
A556/3071A,02/01/2019 00:00,19:59:00,79,155,4,3,15,,,,,,,,,,,,,,,59,177
A556/3071A,02/01/2019 00:00,20:14:00,80,163,1,1,29,,,,,,,,,,,,,,,59,194
A556/3071A,02/01/2019 00:00,20:29:00,81,150,3,3,25,,,,,,,,,,,,,,,59,181
A556/3071A,02/01/2019 00:00,20:44:00,82,134,4,1,23,,,,,,,,,,,,,,,58,162
A556/3071A,02/01/2019 00:00,20:59:00,83,96,1,3,18,,,,,,,,,,,,,,,58,118
A556/3071A,02/01/2019 00:00,21:14:00,84,110,0,4,15,,,,,,,,,,,,,,,59,129
A556/3071A,02/01/2019 00:00,21:29:00,85,117,1,0,14,,,,,,,,,,,,,,,58,132
A556/3071A,02/01/2019 00:00,21:44:00,86,112,4,1,18,,,,,,,,,,,,,,,58,135
A556/3071A,02/01/2019 00:00,21:59:00,87,96,2,0,14,,,,,,,,,,,,,,,58,112
A556/3071A,02/01/2019 00:00,22:14:00,88,98,5,1,13,,,,,,,,,,,,,,,58,117
A556/3071A,02/01/2019 00:00,22:29:00,89,60,4,2,14,,,,,,,,,,,,,,,58,80
A556/3071A,02/01/2019 00:00,22:44:00,90,92,3,0,19,,,,,,,,,,,,,,,58,114
A556/3071A,02/01/2019 00:00,22:59:00,91,113,6,4,8,,,,,,,,,,,,,,,58,131
A556/3071A,02/01/2019 00:00,23:14:00,92,79,0,3,14,,,,,,,,,,,,,,,58,96
A556/3071A,02/01/2019 00:00,23:29:00,93,61,3,2,9,,,,,,,,,,,,,,,56,75
A556/3071A,02/01/2019 00:00,23:44:00,94,54,2,2,13,,,,,,,,,,,,,,,58,71
A556/3071A,02/01/2019 00:00,23:59:00,95,38,2,1,15,,,,,,,,,,,,,,,57,56
A556/3071A,03/01/2019 00:00,00:14:00,0,42,0,3,7,,,,,,,,,,,,,,,57,52
A556/3071A,03/01/2019 00:00,00:29:00,1,35,2,2,14,,,,,,,,,,,,,,,56,53
A556/3071A,03/01/2019 00:00,00:44:00,2,26,0,1,10,,,,,,,,,,,,,,,55,37
A556/3071A,03/01/2019 00:00,00:59:00,3,32,0,7,15,,,,,,,,,,,,,,,56,54
A556/3071A,03/01/2019 00:00,01:14:00,4,23,0,3,4,,,,,,,,,,,,,,,56,30
A556/3071A,03/01/2019 00:00,01:29:00,5,22,3,3,14,,,,,,,,,,,,,,,54,42
A556/3071A,03/01/2019 00:00,01:44:00,6,10,4,0,21,,,,,,,,,,,,,,,54,35
A556/3071A,03/01/2019 00:00,01:59:00,7,13,0,3,22,,,,,,,,,,,,,,,55,38
A556/3071A,03/01/2019 00:00,02:14:00,8,12,1,2,7,,,,,,,,,,,,,,,57,22
A556/3071A,03/01/2019 00:00,02:29:00,9,12,1,2,11,,,,,,,,,,,,,,,57,26
A556/3071A,03/01/2019 00:00,02:44:00,10,8,4,2,10,,,,,,,,,,,,,,,54,24
A556/3071A,03/01/2019 00:00,02:59:00,11,14,2,2,6,,,,,,,,,,,,,,,56,24
A556/3071A,03/01/2019 00:00,03:14:00,12,23,2,3,14,,,,,,,,,,,,,,,58,42
A556/3071A,03/01/2019 00:00,03:29:00,13,14,4,0,16,,,,,,,,,,,,,,,53,34
A556/3071A,03/01/2019 00:00,03:44:00,14,21,4,5,15,,,,,,,,,,,,,,,57,45
A556/3071A,03/01/2019 00:00,03:59:00,15,11,5,2,11,,,,,,,,,,,,,,,56,29
A556/3071A,03/01/2019 00:00,04:14:00,16,24,6,3,13,,,,,,,,,,,,,,,58,46
A556/3071A,03/01/2019 00:00,04:29:00,17,38,8,4,11,,,,,,,,,,,,,,,59,61
A556/3071A,03/01/2019 00:00,04:44:00,18,53,7,8,20,,,,,,,,,,,,,,,57,88
A556/3071A,03/01/2019 00:00,04:59:00,19,51,15,13,25,,,,,,,,,,,,,,,58,104
A556/3071A,03/01/2019 00:00,05:14:00,20,57,14,13,18,,,,,,,,,,,,,,,59,102
A556/3071A,03/01/2019 00:00,05:29:00,21,91,5,13,16,,,,,,,,,,,,,,,59,125
A556/3071A,03/01/2019 00:00,05:44:00,22,83,19,9,21,,,,,,,,,,,,,,,60,132
A556/3071A,03/01/2019 00:00,05:59:00,23,92,7,6,25,,,,,,,,,,,,,,,59,130
A556/3071A,03/01/2019 00:00,06:14:00,24,129,5,12,16,,,,,,,,,,,,,,,60,162
A556/3071A,03/01/2019 00:00,06:29:00,25,170,19,14,24,,,,,,,,,,,,,,,60,227
A556/3071A,03/01/2019 00:00,06:44:00,26,223,20,17,22,,,,,,,,,,,,,,,60,282
A556/3071A,03/01/2019 00:00,06:59:00,27,216,24,18,31,,,,,,,,,,,,,,,59,289
A556/3071A,03/01/2019 00:00,07:14:00,28,246,16,11,32,,,,,,,,,,,,,,,58,305
A556/3071A,03/01/2019 00:00,07:29:00,29,308,20,16,23,,,,,,,,,,,,,,,59,367
A556/3071A,03/01/2019 00:00,07:44:00,30,307,32,18,26,,,,,,,,,,,,,,,59,383
A556/3071A,03/01/2019 00:00,07:59:00,31,304,23,11,27,,,,,,,,,,,,,,,60,365
A556/3071A,03/01/2019 00:00,08:14:00,32,331,21,20,20,,,,,,,,,,,,,,,60,392
A556/3071A,03/01/2019 00:00,08:29:00,33,319,24,9,20,,,,,,,,,,,,,,,61,372
A556/3071A,03/01/2019 00:00,08:44:00,34,289,27,16,21,,,,,,,,,,,,,,,61,353
A556/3071A,03/01/2019 00:00,08:59:00,35,230,14,12,26,,,,,,,,,,,,,,,61,282
A556/3071A,03/01/2019 00:00,09:14:00,36,262,14,16,15,,,,,,,,,,,,,,,60,307
A556/3071A,03/01/2019 00:00,09:29:00,37,219,24,24,18,,,,,,,,,,,,,,,59,285
A556/3071A,03/01/2019 00:00,09:44:00,38,213,35,18,23,,,,,,,,,,,,,,,59,289
A556/3071A,03/01/2019 00:00,09:59:00,39,220,17,15,22,,,,,,,,,,,,,,,59,274
A556/3071A,03/01/2019 00:00,10:14:00,40,200,26,21,32,,,,,,,,,,,,,,,59,279
A556/3071A,03/01/2019 00:00,10:29:00,41,244,23,19,35,,,,,,,,,,,,,,,58,321
A556/3071A,03/01/2019 00:00,10:44:00,42,229,17,15,19,,,,,,,,,,,,,,,58,280
A556/3071A,03/01/2019 00:00,10:59:00,43,236,23,11,31,,,,,,,,,,,,,,,58,301
A556/3071A,03/01/2019 00:00,11:14:00,44,203,15,13,26,,,,,,,,,,,,,,,60,257
A556/3071A,03/01/2019 00:00,11:29:00,45,253,23,19,25,,,,,,,,,,,,,,,58,320
A556/3071A,03/01/2019 00:00,11:44:00,46,248,21,13,24,,,,,,,,,,,,,,,59,306
A556/3071A,03/01/2019 00:00,11:59:00,47,250,18,18,30,,,,,,,,,,,,,,,58,316
A556/3071A,03/01/2019 00:00,12:14:00,48,200,26,17,23,,,,,,,,,,,,,,,59,266
A556/3071A,03/01/2019 00:00,12:29:00,49,239,14,17,29,,,,,,,,,,,,,,,58,299
A556/3071A,03/01/2019 00:00,12:44:00,50,225,20,13,30,,,,,,,,,,,,,,,59,288
A556/3071A,03/01/2019 00:00,12:59:00,51,243,23,11,37,,,,,,,,,,,,,,,59,314
A556/3071A,03/01/2019 00:00,13:14:00,52,232,14,10,22,,,,,,,,,,,,,,,60,278
A556/3071A,03/01/2019 00:00,13:29:00,53,268,11,16,27,,,,,,,,,,,,,,,60,322
A556/3071A,03/01/2019 00:00,13:44:00,54,281,22,11,22,,,,,,,,,,,,,,,59,336
A556/3071A,03/01/2019 00:00,13:59:00,55,260,18,9,26,,,,,,,,,,,,,,,60,313
A556/3071A,03/01/2019 00:00,14:14:00,56,270,22,6,30,,,,,,,,,,,,,,,58,328
A556/3071A,03/01/2019 00:00,14:29:00,57,294,12,14,23,,,,,,,,,,,,,,,59,343
A556/3071A,03/01/2019 00:00,14:44:00,58,313,18,11,28,,,,,,,,,,,,,,,60,370
A556/3071A,03/01/2019 00:00,14:59:00,59,299,13,14,23,,,,,,,,,,,,,,,60,349
A556/3071A,03/01/2019 00:00,15:14:00,60,304,7,11,23,,,,,,,,,,,,,,,61,345
A556/3071A,03/01/2019 00:00,15:29:00,61,319,16,10,34,,,,,,,,,,,,,,,59,379
A556/3071A,03/01/2019 00:00,15:44:00,62,292,13,7,21,,,,,,,,,,,,,,,60,333
A556/3071A,03/01/2019 00:00,15:59:00,63,347,10,8,21,,,,,,,,,,,,,,,60,386
A556/3071A,03/01/2019 00:00,16:14:00,64,353,18,9,18,,,,,,,,,,,,,,,61,398
A556/3071A,03/01/2019 00:00,16:29:00,65,414,7,7,25,,,,,,,,,,,,,,,61,453
A556/3071A,03/01/2019 00:00,16:44:00,66,434,7,3,25,,,,,,,,,,,,,,,60,469
A556/3071A,03/01/2019 00:00,16:59:00,67,424,6,2,16,,,,,,,,,,,,,,,59,448
A556/3071A,03/01/2019 00:00,17:14:00,68,364,9,2,13,,,,,,,,,,,,,,,59,388
